id,application_nm,process_nm,audit_nm,object_nm,audit_measure_nm,audit_measure_type_cd,parent_id
855,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,RECORDS_UPDATED,DML,851
856,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,RECORDS_DELETED,DML,852
857,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_KEY_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_KEY,RECORDS_INSERTED,DML,850
858,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,RECORDS_RECEIVED,COUNT,
859,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,MARKED_FOR_INSERT,CDC,858
860,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,MARKED_FOR_UPDATE,CDC,858
861,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,MARKED_FOR_DELETE,CDC,
862,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,MARKED_FOR_SKIP,CDC,858
863,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,RECORDS_INSERTED,DML,859
864,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,RECORDS_UPDATED,DML,860
865,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,RECORDS_DELETED,DML,861
866,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_KEY_HPIF_SSB,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_KEY,RECORDS_INSERTED,DML,859
867,ENTRPT_SILVER,DEAL_JML,DEAL_JML,DEAL_JML,RECORDS_RECEIVED,COUNT,
868,ENTRPT_SILVER,DEAL_JML,DEAL_JML,DEAL_JML,MARKED_FOR_INSERT,CDC,867
869,ENTRPT_SILVER,DEAL_JML,DEAL_JML,DEAL_JML,MARKED_FOR_UPDATE,CDC,867
870,ENTRPT_SILVER,DEAL_JML,DEAL_JML,DEAL_JML,MARKED_FOR_DELETE,CDC,
871,ENTRPT_SILVER,DEAL_JML,DEAL_JML,DEAL_JML,MARKED_FOR_SKIP,CDC,867
872,ENTRPT_SILVER,DEAL_JML,DEAL_JML,DEAL_JML,RECORDS_INSERTED,DML,868
873,ENTRPT_SILVER,DEAL_JML,DEAL_JML,DEAL_JML,RECORDS_UPDATED,DML,869
874,ENTRPT_SILVER,DEAL_JML,DEAL_JML,DEAL_JML,RECORDS_DELETED,DML,870
875,ENTRPT_SILVER,DEAL_JML,DEAL_JML_KEY,DEAL_JML_KEY,RECORDS_INSERTED,DML,868
876,ENTRPT_SILVER,DEAL_HPIF,DEAL_HPIF,DEAL,RECORDS_RECEIVED,COUNT,
877,ENTRPT_SILVER,DEAL_HPIF,DEAL_HPIF,DEAL,MARKED_FOR_INSERT,CDC,876
878,ENTRPT_SILVER,DEAL_HPIF,DEAL_HPIF,DEAL,MARKED_FOR_UPDATE,CDC,876
879,ENTRPT_SILVER,DEAL_HPIF,DEAL_HPIF,DEAL,MARKED_FOR_DELETE,CDC,
880,ENTRPT_SILVER,DEAL_HPIF,DEAL_HPIF,DEAL,MARKED_FOR_SKIP,CDC,876
881,ENTRPT_SILVER,DEAL_HPIF,DEAL_HPIF,DEAL,RECORDS_INSERTED,DML,877
882,ENTRPT_SILVER,DEAL_HPIF,DEAL_HPIF,DEAL,RECORDS_UPDATED,DML,878
883,ENTRPT_SILVER,DEAL_HPIF,DEAL_HPIF,DEAL,RECORDS_DELETED,DML,879
884,ENTRPT_SILVER,DEAL_KEY_HPIF,DEAL_KEY_HPIF,DEAL_KEY,RECORDS_INSERTED,DML,877
885,ENTRPT_SILVER,SECURITY_PARTNERSHIP_HPIF,SECURITY_PARTNERSHIP_HPIF,SECURITY,RECORDS_RECEIVED,COUNT,
886,ENTRPT_SILVER,SECURITY_PARTNERSHIP_HPIF,SECURITY_PARTNERSHIP_HPIF,SECURITY,MARKED_FOR_INSERT,CDC,885
887,ENTRPT_SILVER,SECURITY_PARTNERSHIP_HPIF,SECURITY_PARTNERSHIP_HPIF,SECURITY,MARKED_FOR_UPDATE,CDC,885
888,ENTRPT_SILVER,SECURITY_PARTNERSHIP_HPIF,SECURITY_PARTNERSHIP_HPIF,SECURITY,MARKED_FOR_DELETE,CDC,
889,ENTRPT_SILVER,SECURITY_PARTNERSHIP_HPIF,SECURITY_PARTNERSHIP_HPIF,SECURITY,MARKED_FOR_SKIP,CDC,885
890,ENTRPT_SILVER,SECURITY_PARTNERSHIP_HPIF,SECURITY_PARTNERSHIP_HPIF,SECURITY,RECORDS_INSERTED,DML,886
891,ENTRPT_SILVER,SECURITY_PARTNERSHIP_HPIF,SECURITY_PARTNERSHIP_HPIF,SECURITY,RECORDS_UPDATED,DML,887
892,ENTRPT_SILVER,SECURITY_PARTNERSHIP_HPIF,SECURITY_PARTNERSHIP_HPIF,SECURITY,RECORDS_DELETED,DML,888
893,ENTRPT_SILVER,SECURITY_KEY_PARTNERSHIP_HPIF,SECURITY_KEY_PARTNERSHIP_HPIF,SECURITY_KEY,RECORDS_INSERTED,DML,886
894,ENTRPT_SILVER,SECURITY_COMPANY_HPIF,SECURITY_COMPANY_HPIF,SECURITY,RECORDS_RECEIVED,COUNT,
895,ENTRPT_SILVER,SECURITY_COMPANY_HPIF,SECURITY_COMPANY_HPIF,SECURITY,MARKED_FOR_INSERT,CDC,894
896,ENTRPT_SILVER,SECURITY_COMPANY_HPIF,SECURITY_COMPANY_HPIF,SECURITY,MARKED_FOR_UPDATE,CDC,894
897,ENTRPT_SILVER,SECURITY_COMPANY_HPIF,SECURITY_COMPANY_HPIF,SECURITY,MARKED_FOR_DELETE,CDC,
898,ENTRPT_SILVER,SECURITY_COMPANY_HPIF,SECURITY_COMPANY_HPIF,SECURITY,MARKED_FOR_SKIP,CDC,894
899,ENTRPT_SILVER,SECURITY_COMPANY_HPIF,SECURITY_COMPANY_HPIF,SECURITY,RECORDS_INSERTED,DML,895
900,ENTRPT_SILVER,SECURITY_COMPANY_HPIF,SECURITY_COMPANY_HPIF,SECURITY,RECORDS_UPDATED,DML,896
901,ENTRPT_SILVER,SECURITY_COMPANY_HPIF,SECURITY_COMPANY_HPIF,SECURITY,RECORDS_DELETED,DML,897
902,ENTRPT_SILVER,SECURITY_KEY_COMPANY_HPIF,SECURITY_KEY_COMPANY_HPIF,SECURITY_KEY,RECORDS_INSERTED,DML,895
903,ENTRPT_SILVER,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE,RECORDS_RECEIVED,COUNT,
904,ENTRPT_SILVER,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE,MARKED_FOR_INSERT,CDC,903
905,ENTRPT_SILVER,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE,MARKED_FOR_UPDATE,CDC,903
906,ENTRPT_SILVER,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE,MARKED_FOR_DELETE,CDC,
907,ENTRPT_SILVER,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE,MARKED_FOR_SKIP,CDC,903
908,ENTRPT_SILVER,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE,RECORDS_INSERTED,DML,904
909,ENTRPT_SILVER,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE,RECORDS_UPDATED,DML,905
910,ENTRPT_SILVER,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE_HPIF,SECURITY_PERFORMANCE,RECORDS_DELETED,DML,906
911,ENTRPT_SILVER,SECURITY_PERFORMANCE_KEY_HPIF,SECURITY_PERFORMANCE_KEY_HPIF,SECURITY_PERFORMANCE_KEY,RECORDS_INSERTED,DML,904
912,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF,RECORDS_RECEIVED,COUNT,
913,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF,MARKED_FOR_INSERT,CDC,912
914,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF,MARKED_FOR_UPDATE,CDC,912
915,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF,MARKED_FOR_DELETE,CDC,
916,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF,MARKED_FOR_SKIP,CDC,912
917,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF,RECORDS_INSERTED,DML,913
918,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF,RECORDS_UPDATED,DML,914
919,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF_HPIF,PARTNERSHIP_COMPANY_XREF,RECORDS_DELETED,DML,915
920,ENTRPT_SILVER,PARTNERSHIP_COMPANY_XREF_KEY_HPIF,PARTNERSHIP_COMPANY_XREF_KEY_HPIF,PARTNERSHIP_COMPANY_XREF_KEY,RECORDS_INSERTED,DML,913
921,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_HPIF,PARTNERSHIP,RECORDS_RECEIVED,COUNT,
922,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_HPIF,PARTNERSHIP,MARKED_FOR_INSERT,CDC,921
923,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_HPIF,PARTNERSHIP,MARKED_FOR_UPDATE,CDC,921
924,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_HPIF,PARTNERSHIP,MARKED_FOR_DELETE,CDC,
925,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_HPIF,PARTNERSHIP,MARKED_FOR_SKIP,CDC,921
926,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_HPIF,PARTNERSHIP,RECORDS_INSERTED,DML,922
927,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_HPIF,PARTNERSHIP,RECORDS_UPDATED,DML,923
928,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_HPIF,PARTNERSHIP,RECORDS_DELETED,DML,924
929,ENTRPT_SILVER,PARTNERSHIP_HPIF,PARTNERSHIP_KEY_HPIF,PARTNERSHIP_KEY,RECORDS_INSERTED,DML,922
930,ENTRPT_GOLD,PARTNERSHIP_MTL,PARTNERSHIP_MTL,PARTNERSHIP_MTL,RECORDS_EXPECTED,COUNT,
931,ENTRPT_GOLD,PARTNERSHIP_MTL,PARTNERSHIP_MTL,PARTNERSHIP_MTL,RECORDS_FOUND,COUNT,930
932,ENTRPT_GOLD,PARTNERSHIP_MTL,PARTNERSHIP_MTL,PARTNERSHIP_MTL,RECORDS_INSERTED,COUNT,931
933,ENTRPT_GOLD,PARTNERSHIP_COMPANY_XREF_MTL,PARTNERSHIP_COMPANY_XREF_MTL,PARTNERSHIP_COMPANY_XREF_MTL,RECORDS_EXPECTED,COUNT,
934,ENTRPT_GOLD,PARTNERSHIP_COMPANY_XREF_MTL,PARTNERSHIP_COMPANY_XREF_MTL,PARTNERSHIP_COMPANY_XREF_MTL,RECORDS_FOUND,COUNT,933
935,ENTRPT_GOLD,PARTNERSHIP_COMPANY_XREF_MTL,PARTNERSHIP_COMPANY_XREF_MTL,PARTNERSHIP_COMPANY_XREF_MTL,RECORDS_INSERTED,COUNT,934
936,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML,RECORDS_RECEIVED,COUNT,
937,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML,MARKED_FOR_INSERT,CDC,936
938,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML,MARKED_FOR_UPDATE,CDC,936
939,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML,MARKED_FOR_DELETE,CDC,
940,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML,MARKED_FOR_SKIP,CDC,936
941,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML,RECORDS_INSERTED,DML,937
942,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML,RECORDS_UPDATED,DML,938
943,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML,RECORDS_DELETED,DML,939
944,ENTRPT_SILVER,SECURITY_DEAL_PERFORMANCE_HGPS_BNY_JML,SECURITY_DEAL_PERFORMANCE_JML_KEY_HGPS_BNY,SECURITY_DEAL_PERFORMANCE_JML_KEY,RECORDS_INSERTED,DML,937
945,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW,RECORDS_RECEIVED,COUNT,
946,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW,MARKED_FOR_INSERT,CDC,945
947,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW,MARKED_FOR_UPDATE,CDC,945
948,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW,MARKED_FOR_DELETE,CDC,
949,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW,MARKED_FOR_SKIP,CDC,945
950,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW,RECORDS_INSERTED,DML,946
951,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW,RECORDS_UPDATED,DML,947
952,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW,RECORDS_DELETED,DML,948
953,ENTRPT_SILVER,SECURITY_DEAL_CASHFLOW_HGPS_BNY,SECURITY_DEAL_CASHFLOW_KEY_HGPS_BNY,SECURITY_DEAL_CASHFLOW_KEY,RECORDS_INSERTED,DML,946
954,ENTRPT_GOLD,IRR_PERFORMANCE_MTL,IRR_PERFORMANCE_MTL,IRR_PERFORMANCE_MTL,RECORDS_EXPECTED,COUNT,
955,ENTRPT_GOLD,IRR_PERFORMANCE_MTL,IRR_PERFORMANCE_MTL,IRR_PERFORMANCE_MTL,RECORDS_FOUND,COUNT,954
956,ENTRPT_GOLD,IRR_PERFORMANCE_MTL,IRR_PERFORMANCE_MTL,IRR_PERFORMANCE_MTL,RECORDS_INSERTED,COUNT,955
957,ENTRPT_SILVER,DEAL_HCAT,DEAL_HCAT,DEAL_HCAT,RECORDS_RECEIVED,COUNT,
958,ENTRPT_SILVER,DEAL_HCAT,DEAL_HCAT,DEAL_HCAT,MARKED_FOR_INSERT,CDC,957
959,ENTRPT_SILVER,DEAL_HCAT,DEAL_HCAT,DEAL_HCAT,MARKED_FOR_UPDATE,CDC,957
960,ENTRPT_SILVER,DEAL_HCAT,DEAL_HCAT,DEAL_HCAT,MARKED_FOR_DELETE,CDC,
961,ENTRPT_SILVER,DEAL_HCAT,DEAL_HCAT,DEAL_HCAT,MARKED_FOR_SKIP,CDC,957
962,ENTRPT_SILVER,DEAL_HCAT,DEAL_HCAT,DEAL_HCAT,RECORDS_INSERTED,DML,958
963,ENTRPT_SILVER,DEAL_HCAT,DEAL_HCAT,DEAL_HCAT,RECORDS_UPDATED,DML,959
964,ENTRPT_SILVER,DEAL_HCAT,DEAL_HCAT,DEAL_HCAT,RECORDS_DELETED,DML,960
965,ENTRPT_SILVER,DEAL_HCAT,DEAL_KEY_HCAT,DEAL_KEY_HCAT,RECORDS_INSERTED,DML,958
966,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE,CONTACT_ROLE,RECORDS_RECEIVED,COUNT,
967,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE,CONTACT_ROLE,MARKED_FOR_INSERT,CDC,966
968,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE,CONTACT_ROLE,MARKED_FOR_UPDATE,CDC,966
969,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE,CONTACT_ROLE,MARKED_FOR_DELETE,CDC,
970,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE,CONTACT_ROLE,MARKED_FOR_SKIP,CDC,966
971,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE,CONTACT_ROLE,RECORDS_INSERTED,DML,967
972,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE,CONTACT_ROLE,RECORDS_UPDATED,DML,968
973,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE,CONTACT_ROLE,RECORDS_DELETED,DML,969
974,ENTRPT_SILVER,ENTITLEMENTS_CONTACT_ROLE,CONTACT_ROLE_KEY,CONTACT_ROLE_KEY,RECORDS_INSERTED,DML,967
975,ENTRPT_GOLD,CONTACT_ROLE_MTL,CONTACT_ROLE_MTL,CONTACT_ROLE_MTL,RECORDS_EXPECTED,COUNT,
976,ENTRPT_GOLD,CONTACT_ROLE_MTL,CONTACT_ROLE_MTL,CONTACT_ROLE_MTL,RECORDS_FOUND,COUNT,975
977,ENTRPT_GOLD,CONTACT_ROLE_MTL,CONTACT_ROLE_MTL,CONTACT_ROLE_MTL,RECORDS_INSERTED,COUNT,976
978,ENTRPT_BRONZE,HPIF_NAVPACK_STT,HPIF_NAVPACK_STT,HPIF_NAVPACK_STT,RECORDS_DELETED,COUNT,
979,ENTRPT_BRONZE,HPIF_NAVPACK_STT,HPIF_NAVPACK_STT,HPIF_NAVPACK_STT,RECORDS_INSERTED,COUNT,
980,ENTRPT_BRONZE,HPIF_NAVPACK_STT,HPIF_NAVPACK_STT,HPIF_NAVPACK_STT,RECORDS_UPDATED,COUNT,
981,ENTRPT_BRONZE,HPIF_NAVPACK_DATA_LOAD,NAVPACK_VAL_EXCEL_PARSER,NAVPACK_VAL_EXCEL_PARSER,FILES_RECEIVED,COUNT,
982,ENTRPT_BRONZE,HPIF_NAVPACK_DATA_LOAD,NAVPACK_VAL_EXCEL_PARSER,NAVPACK_VAL_EXCEL_PARSER,FILES_SUCCESS,COUNT,981
983,ENTRPT_BRONZE,HPIF_NAVPACK_DATA_LOAD,NAVPACK_VAL_EXCEL_PARSER,NAVPACK_VAL_EXCEL_PARSER,FILES_FAILED,COUNT,981
984,ENTRPT_BRONZE,HPIF_NAVPACK_DATA_LOAD,NAVPACK_VAL_EXCEL_PARSER,NAVPACK_VAL_EXCEL_PARSER,RECORDS_PARSED,COUNT,
