id,application_nm,process_nm,audit_nm,object_nm,audit_measure_nm,audit_measure_type_cd,parent_id
698,ENTRPT_GOLD,SECURITY_EXPOSURE_SUMMARY_MTL,SECURITY_EXPOSURE_SUMMARY_MTL,SECURITY_EXPOSURE_SUMMARY_MTL,RECORDS_INSERTED,COUNT,696
699,ENTRPT_GOLD,COMPANY_MANAGER_XREF_MTL,COMPANY_MANAGER_XREF_MTL,COMPANY_MANAGER_XREF_MTL,RECORDS_EXPECTED,COUNT,
700,ENTRPT_GOLD,COMPANY_MANAGER_XREF_MTL,COMPANY_MANAGER_XREF_MTL,COMPANY_MANAGER_XREF_MTL,RECORDS_FOUND,COUNT,699
701,ENTRPT_GOLD,COMPANY_MANAGER_XREF_MTL,COMPANY_MANAGER_XREF_MTL,COMPANY_MANAGER_XREF_MTL,RECORDS_INSERTED,COUNT,699
702,ENTRPT_BRONZE,HGPS_TWR_HST_DATA_LOAD,TWR_HST_EXCEL_PARSER,TWR_HST_EXCEL_FILES,FILES_RECEIVED,COUNT,
703,ENTRPT_BRONZE,HGPS_TWR_HST_DATA_LOAD,TWR_HST_EXCEL_PARSER,TWR_HST_EXCEL_FILES,FILES_SUCCESS,COUNT,702
704,ENTRPT_BRONZE,HGPS_TWR_HST_DATA_LOAD,TWR_HST_EXCEL_PARSER,TWR_HST_EXCEL_FILES,FILES_FAILED,COUNT,702
705,ENTRPT_BRONZE,HGPS_TWR_HST_DATA_LOAD,TWR_HST_EXCEL_PARSER,TWR_HST_EXCEL_FILES,RECORDS_PARSED,COUNT,
706,ENTRPT_BRONZE,HGPS_PERFORMANCE_TWR_HISTORY_BNY,HGPS_PERFORMANCE_TWR_HISTORY_BNY,HGPS_PERFORMANCE_TWR_HISTORY_BNY,RECORDS_DELETED,COUNT,
707,ENTRPT_BRONZE,HGPS_PERFORMANCE_TWR_HISTORY_BNY,HGPS_PERFORMANCE_TWR_HISTORY_BNY,HGPS_PERFORMANCE_TWR_HISTORY_BNY,RECORDS_INSERTED,COUNT,
708,ENTRPT_BRONZE,HGPS_TWR_DATA_LOAD,TWR_EXCEL_PARSER,TWR_EXCEL_FILES,FILES_RECEIVED,COUNT,
709,ENTRPT_BRONZE,HGPS_TWR_DATA_LOAD,TWR_EXCEL_PARSER,TWR_EXCEL_FILES,FILES_SUCCESS,COUNT,708
710,ENTRPT_BRONZE,HGPS_TWR_DATA_LOAD,TWR_EXCEL_PARSER,TWR_EXCEL_FILES,FILES_FAILED,COUNT,708
711,ENTRPT_BRONZE,HGPS_TWR_DATA_LOAD,TWR_EXCEL_PARSER,TWR_EXCEL_FILES,RECORDS_PARSED,COUNT,
712,ENTRPT_BRONZE,HGPS_PERFORMANCE_TWR_BNY,HGPS_PERFORMANCE_TWR_BNY,HGPS_PERFORMANCE_TWR_BNY,RECORDS_DELETED,COUNT,
713,ENTRPT_BRONZE,HGPS_PERFORMANCE_TWR_BNY,HGPS_PERFORMANCE_TWR_BNY,HGPS_PERFORMANCE_TWR_BNY,RECORDS_INSERTED,COUNT,
714,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATES,EXCHANGE_RATE,RECORDS_RECEIVED,COUNT,
715,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATES,EXCHANGE_RATE,MARKED_FOR_INSERT,CDC,714
716,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATES,EXCHANGE_RATE,MARKED_FOR_UPDATE,CDC,714
717,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATES,EXCHANGE_RATE,MARKED_FOR_DELETE,CDC,
718,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATES,EXCHANGE_RATE,MARKED_FOR_SKIP,CDC,714
719,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATES,EXCHANGE_RATE,RECORDS_INSERTED,DML,715
720,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATES,EXCHANGE_RATE,RECORDS_UPDATED,DML,716
721,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATES,EXCHANGE_RATE,RECORDS_DELETED,DML,717
722,SEC_SILVER,EXCHANGE_RATES,EXCHANGE_RATE_KEY,EXCHANGE_RATE_KEY,RECORDS_INSERTED,DML,715
723,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE,RECORDS_RECEIVED,COUNT,
724,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE,MARKED_FOR_INSERT,CDC,723
725,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE,MARKED_FOR_UPDATE,CDC,723
726,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE,MARKED_FOR_DELETE,CDC,
727,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE,MARKED_FOR_SKIP,CDC,723
728,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE,RECORDS_INSERTED,DML,724
729,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE,RECORDS_UPDATED,DML,725
730,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE,RECORDS_DELETED,DML,726
731,ENTRPT_SILVER,SECURITY_PROJECT_PERFORMANCE_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_KEY_HGPS_BNY,SECURITY_PROJECT_PERFORMANCE_KEY,RECORDS_INSERTED,DML,724
732,ENTRPT_GOLD,SECURITY_PROJECT_PERFORMANCE_MTL,SECURITY_PROJECT_PERFORMANCE_MTL,SECURITY_PROJECT_PERFORMANCE_MTL,RECORDS_EXPECTED,COUNT,
733,ENTRPT_GOLD,SECURITY_PROJECT_PERFORMANCE_MTL,SECURITY_PROJECT_PERFORMANCE_MTL,SECURITY_PROJECT_PERFORMANCE_MTL,RECORDS_FOUND,COUNT,732
734,ENTRPT_GOLD,SECURITY_PROJECT_PERFORMANCE_MTL,SECURITY_PROJECT_PERFORMANCE_MTL,SECURITY_PROJECT_PERFORMANCE_MTL,RECORDS_INSERTED,COUNT,733
735,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION,RECORDS_RECEIVED,COUNT,
736,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION,MARKED_FOR_INSERT,CDC,735
737,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION,MARKED_FOR_UPDATE,CDC,735
738,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION,MARKED_FOR_DELETE,CDC,
739,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION,MARKED_FOR_SKIP,CDC,735
740,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION,RECORDS_INSERTED,DML,736
741,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION,RECORDS_UPDATED,DML,737
742,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION,RECORDS_DELETED,DML,739
743,ENTRPT_SILVER,SECURITY_VALUATION_SHARECLASS_HPIF_SSB,SECURITY_VALUATION_SHARECLASS_KEY_HPIF_SSB,SECURITY_VALUATION_KEY,RECORDS_INSERTED,DML,736
744,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT,CASH_ACCOUNT,RECORDS_RECEIVED,COUNT,
745,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT,CASH_ACCOUNT,MARKED_FOR_INSERT,CDC,744
746,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT,CASH_ACCOUNT,MARKED_FOR_UPDATE,CDC,744
747,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT,CASH_ACCOUNT,MARKED_FOR_DELETE,CDC,
748,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT,CASH_ACCOUNT,MARKED_FOR_SKIP,CDC,744
749,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT,CASH_ACCOUNT,RECORDS_INSERTED,DML,745
750,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT,CASH_ACCOUNT,RECORDS_UPDATED,DML,746
751,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT,CASH_ACCOUNT,RECORDS_DELETED,DML,747
752,ENTRPT_SILVER,CASH_ACCOUNT,CASH_ACCOUNT_KEY,CASH_ACCOUNT_KEY,RECORDS_INSERTED,DML,745
753,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE,CASH_BALANCE,RECORDS_RECEIVED,COUNT,
754,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE,CASH_BALANCE,MARKED_FOR_INSERT,CDC,753
755,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE,CASH_BALANCE,MARKED_FOR_UPDATE,CDC,753
756,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE,CASH_BALANCE,MARKED_FOR_DELETE,CDC,
757,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE,CASH_BALANCE,MARKED_FOR_SKIP,CDC,753
758,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE,CASH_BALANCE,RECORDS_INSERTED,DML,754
759,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE,CASH_BALANCE,RECORDS_UPDATED,DML,755
760,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE,CASH_BALANCE,RECORDS_DELETED,DML,756
761,ENTRPT_SILVER,CASH_BALANCE,CASH_BALANCE_KEY,CASH_BALANCE_KEY,RECORDS_INSERTED,DML,754
762,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY,GEOGRAPHY,RECORDS_RECEIVED,COUNT,
763,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY,GEOGRAPHY,MARKED_FOR_INSERT,CDC,762
764,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY,GEOGRAPHY,MARKED_FOR_UPDATE,CDC,762
765,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY,GEOGRAPHY,MARKED_FOR_DELETE,CDC,
766,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY,GEOGRAPHY,MARKED_FOR_SKIP,CDC,762
767,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY,GEOGRAPHY,RECORDS_INSERTED,DML,763
768,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY,GEOGRAPHY,RECORDS_UPDATED,DML,764
769,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY,GEOGRAPHY,RECORDS_DELETED,DML,765
770,ENTRPT_SILVER,GEOGRAPHY,GEOGRAPHY_KEY,GEOGRAPHY_KEY,RECORDS_INSERTED,DML,763
771,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,RECORDS_RECEIVED,COUNT,
772,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,MARKED_FOR_INSERT,CDC,771
773,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,MARKED_FOR_UPDATE,CDC,771
774,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,MARKED_FOR_DELETE,CDC,
775,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,MARKED_FOR_SKIP,CDC,771
776,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,RECORDS_INSERTED,DML,772
777,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,RECORDS_UPDATED,DML,773
778,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,COMMITMENT_LEDGER,RECORDS_DELETED,DML,774
779,ENTRPT_SILVER,COMMITMENT_LEDGER,COMMITMENT_LEDGER_KEY,COMMITMENT_LEDGER_KEY,RECORDS_INSERTED,DML,772
780,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_HPIF,COMPANY,RECORDS_RECEIVED,COUNT,
781,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_HPIF,COMPANY,MARKED_FOR_INSERT,CDC,780
782,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_HPIF,COMPANY,MARKED_FOR_UPDATE,CDC,780
783,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_HPIF,COMPANY,MARKED_FOR_DELETE,CDC,
784,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_HPIF,COMPANY,MARKED_FOR_SKIP,CDC,780
785,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_HPIF,COMPANY,RECORDS_INSERTED,DML,781
786,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_HPIF,COMPANY,RECORDS_UPDATED,DML,782
787,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_HPIF,COMPANY,RECORDS_DELETED,DML,783
788,ENTRPT_SILVER,COMPANY_HPIF,COMPANY_KEY_HPIF,COMPANY_KEY,RECORDS_INSERTED,DML,781
789,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,RECORDS_RECEIVED,COUNT,
790,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,MARKED_FOR_INSERT,CDC,789
791,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,MARKED_FOR_UPDATE,CDC,789
792,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,MARKED_FOR_DELETE,CDC,
793,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,MARKED_FOR_SKIP,CDC,789
794,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,RECORDS_INSERTED,DML,790
795,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,RECORDS_UPDATED,DML,791
796,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT,RECORDS_DELETED,DML,792
797,ENTRPT_SILVER,SECURITY_DEAL_COMMITMENT,SECURITY_DEAL_COMMITMENT_KEY,SECURITY_DEAL_COMMITMENT_KEY,RECORDS_INSERTED,DML,790
798,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION,RECORDS_RECEIVED,COUNT,
799,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION,MARKED_FOR_INSERT,CDC,798
800,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION,MARKED_FOR_UPDATE,CDC,798
801,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION,MARKED_FOR_DELETE,CDC,
802,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION,MARKED_FOR_SKIP,CDC,798
803,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION,RECORDS_INSERTED,DML,799
804,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION,RECORDS_UPDATED,DML,800
805,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION,RECORDS_DELETED,DML,801
806,ENTRPT_SILVER,SECURITY_DEAL_VALUATION_HPIF,SECURITY_DEAL_VALUATION_KEY_HPIF,SECURITY_DEAL_VALUATION_KEY,RECORDS_INSERTED,DML,799
807,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF,RECORDS_RECEIVED,COUNT,
808,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF,MARKED_FOR_INSERT,CDC,807
809,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF,MARKED_FOR_UPDATE,CDC,807
810,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF,MARKED_FOR_DELETE,CDC,
811,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF,MARKED_FOR_SKIP,CDC,807
812,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF,RECORDS_INSERTED,DML,808
813,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF,RECORDS_UPDATED,DML,809
814,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF,RECORDS_DELETED,DML,810
815,ENTRPT_SILVER,COMPANY_MANAGER_XREF_HPIF,COMPANY_MANAGER_XREF_KEY_HPIF,COMPANY_MANAGER_XREF_KEY,RECORDS_INSERTED,DML,808
816,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY,RECORDS_RECEIVED,COUNT,
817,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY,MARKED_FOR_INSERT,CDC,816
818,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY,MARKED_FOR_UPDATE,CDC,816
819,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY,MARKED_FOR_DELETE,CDC,
820,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY,MARKED_FOR_SKIP,CDC,816
821,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY,RECORDS_INSERTED,DML,817
822,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY,RECORDS_UPDATED,DML,818
823,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY,RECORDS_DELETED,DML,819
824,ENTRPT_SILVER,SECURITY_ACCOUNTING_SUMMARY_HPIF,SECURITY_ACCOUNTING_SUMMARY_KEY_HPIF,SECURITY_ACCOUNTING_SUMMARY_KEY,RECORDS_INSERTED,DML,817
825,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY,RECORDS_RECEIVED,COUNT,
826,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY,MARKED_FOR_INSERT,CDC,825
827,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY,MARKED_FOR_UPDATE,CDC,825
828,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY,MARKED_FOR_DELETE,CDC,
829,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY,MARKED_FOR_SKIP,CDC,825
830,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY,RECORDS_INSERTED,DML,826
831,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY,RECORDS_UPDATED,DML,827
832,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY,RECORDS_DELETED,DML,828
833,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_KEY_HPIF,SECURITY_DEAL_ACCOUNTING_SUMMARY_KEY,RECORDS_INSERTED,DML,826
834,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_HPIF,MANAGER,RECORDS_RECEIVED,COUNT,
835,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_HPIF,MANAGER,MARKED_FOR_INSERT,CDC,834
836,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_HPIF,MANAGER,MARKED_FOR_UPDATE,CDC,834
837,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_HPIF,MANAGER,MARKED_FOR_DELETE,CDC,
838,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_HPIF,MANAGER,MARKED_FOR_SKIP,CDC,834
839,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_HPIF,MANAGER,RECORDS_INSERTED,DML,835
840,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_HPIF,MANAGER,RECORDS_UPDATED,DML,836
841,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_HPIF,MANAGER,RECORDS_DELETED,DML,837
842,ENTRPT_SILVER,MANAGER_HPIF,MANAGER_KEY_HPIF,MANAGER_KEY,RECORDS_INSERTED,DML,835
843,ENTRPT_BRONZE,HGPS_CASHFLOW_DATA_LOAD,CASHFLOW_EXCEL_PARSER,CASHFLOW_EXCEL_FILES,FILES_RECEIVED,COUNT,
844,ENTRPT_BRONZE,HGPS_CASHFLOW_DATA_LOAD,CASHFLOW_EXCEL_PARSER,CASHFLOW_EXCEL_FILES,FILES_SUCCESS,COUNT,843
845,ENTRPT_BRONZE,HGPS_CASHFLOW_DATA_LOAD,CASHFLOW_EXCEL_PARSER,CASHFLOW_EXCEL_FILES,FILES_FAILED,COUNT,843
846,ENTRPT_BRONZE,HGPS_CASHFLOW_DATA_LOAD,CASHFLOW_EXCEL_PARSER,CASHFLOW_EXCEL_FILES,RECORDS_PARSED,COUNT,
847,ENTRPT_BRONZE,HGPS_CASHFLOW_BNY,HGPS_CASHFLOW_BNY,HGPS_CASHFLOW_BNY,RECORDS_DELETED,COUNT,
848,ENTRPT_BRONZE,HGPS_CASHFLOW_BNY,HGPS_CASHFLOW_BNY,HGPS_CASHFLOW_BNY,RECORDS_INSERTED,COUNT,
849,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,RECORDS_RECEIVED,COUNT,
850,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,MARKED_FOR_INSERT,CDC,849
851,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,MARKED_FOR_UPDATE,CDC,849
852,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,MARKED_FOR_DELETE,CDC,
853,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,MARKED_FOR_SKIP,CDC,849
854,ENTRPT_SILVER,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML_HGPS_BNY,SECURITY_DEAL_ACCOUNTING_SUMMARY_JML,RECORDS_INSERTED,DML,850
