LIST_NAME,FUND_CODE,FUND_FAMILY,TEMPLATE_TYPE,REPORT_START_DATE,SEED_PROJECT,SEED_INVESTMENT,STAGE_SPLIT,STAGE_OTHER,STRATEGY_SPLIT,STRATEGY_OTHER
HGPS,HGPSSIC,"HGPS,HGPSDPE",Evergreen,4/30/2025,Project Seed,Total Initial Portfolio,"Venture/Growth,Buyout",Other,"Direct,Secondary",Initial Portfolio
